similarity,sentence1,sentence2
negative,האם היית עסוקה היום?,מה קרה לך?
negative,האם אתה עסוק היום?,מה קרה לך?
negative,תספרי לי מה עשית היום,מה קרה לך?
negative,תסרי לי מה עשית היום?,מה קרה לך?
negative,האם ביקרת במקום מעניין?,מה קרה לך?
negative,תגידי לי האם ביקרת במקום מעניין?,מה קרה לך?
negative,אולי נעשה משהו מעניין היום?,מה קרה לך?
negative,האם אתה מכיר משהו מעניין?,מה קרה לך?
negative,תגיד לי האם ביקרת במקום מעניין היום?,מה קרה לך?
negative,תספרי לי איך היה היום?,מה קרה לך?
negative,מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,מה שלומך היום?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,תגידי לי מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,תאמרי לי מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,תומרי לי מה שלומך?,מה הפעולות שאתה יודע לעשות?
negative,"שלום, מה שלומך?",מה הפעולות שאתה יודע לעשות?
negative,שלום מה שלומך היום?,מה הפעולות שאתה יודע לעשות?
negative,האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,האם שלומך בסדר היום?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תגידי לי האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תאמרי לי האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תומרי לי האם שלומך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,מה נשמע איתך היום?,מה הפעולות שאתה יודע לעשות?
negative,"שלום, מה נשמע?",מה הפעולות שאתה יודע לעשות?
negative,תגיד לי מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,תגידי לי מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,תאמרי לי מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,תומרי לי מה נשמע?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,תגידי לי מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,תאמרי לי מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,תומרי לי מה נשמע איתך?,מה הפעולות שאתה יודע לעשות?
negative,מה המצב איתך?,מה הפעולות שאתה יודע לעשות?
negative,מה המצב?,מה הפעולות שאתה יודע לעשות?
negative,האם מצבך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,האם מצבך בסדר היום?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי מה המצב איתך?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי מה המצב?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי האם מצבך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תגיד לי האם מצבך בסדר היום?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי מה המצב איתך?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי מה המצב?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי האם מצבך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תאמר לי האם מצבך בסדר היום?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי מה המצב איתך?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי מה המצב?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי האם מצבך בסדר?,מה הפעולות שאתה יודע לעשות?
negative,תומר לי האם מצבך בסדר היום?,מה הפעולות שאתה יודע לעשות?
negative,מה שלומך?,האם עשית משהו מעניין היום?
negative,מה שלומך היום?,האם עשית משהו מעניין היום?
negative,תגיד לי מה שלומך?,האם עשית משהו מעניין היום?
negative,תאמר לי מה שלומך?,האם עשית משהו מעניין היום?
negative,תגידי לי מה שלומך?,האם עשית משהו מעניין היום?
negative,תאמרי לי מה שלומך?,האם עשית משהו מעניין היום?
negative,תומר לי מה שלומך?,האם עשית משהו מעניין היום?
negative,תומרי לי מה שלומך?,האם עשית משהו מעניין היום?
negative,"שלום, מה שלומך?",האם עשית משהו מעניין היום?
negative,שלום מה שלומך היום?,האם עשית משהו מעניין היום?
negative,האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,האם שלומך בסדר היום?,האם עשית משהו מעניין היום?
negative,תגיד לי האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,תאמר לי האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,תומר לי האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,תגידי לי האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,תאמרי לי האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,תומרי לי האם שלומך בסדר?,האם עשית משהו מעניין היום?
negative,מה נשמע?,האם עשית משהו מעניין היום?
negative,מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,מה נשמע איתך היום?,האם עשית משהו מעניין היום?
negative,"שלום, מה נשמע?",האם עשית משהו מעניין היום?
negative,תגיד לי מה נשמע?,האם עשית משהו מעניין היום?
negative,תאמר לי מה נשמע?,האם עשית משהו מעניין היום?
negative,תומר לי מה נשמע?,האם עשית משהו מעניין היום?
negative,תגידי לי מה נשמע?,האם עשית משהו מעניין היום?
negative,תאמרי לי מה נשמע?,האם עשית משהו מעניין היום?
negative,תומרי לי מה נשמע?,האם עשית משהו מעניין היום?
negative,תגיד לי מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,תאמר לי מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,תומר לי מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,תגידי לי מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,תאמרי לי מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,תומרי לי מה נשמע איתך?,האם עשית משהו מעניין היום?
negative,מה המצב איתך?,האם עשית משהו מעניין היום?
negative,מה המצב?,האם עשית משהו מעניין היום?
negative,האם מצבך בסדר?,האם עשית משהו מעניין היום?
negative,האם מצבך בסדר היום?,האם עשית משהו מעניין היום?
negative,תגיד לי מה המצב איתך?,האם עשית משהו מעניין היום?
negative,תגיד לי מה המצב?,האם עשית משהו מעניין היום?
negative,תגיד לי האם מצבך בסדר?,האם עשית משהו מעניין היום?
negative,תגיד לי האם מצבך בסדר היום?,האם עשית משהו מעניין היום?
negative,תאמר לי מה המצב איתך?,האם עשית משהו מעניין היום?
negative,תאמר לי מה המצב?,האם עשית משהו מעניין היום?
negative,תאמר לי האם מצבך בסדר?,האם עשית משהו מעניין היום?
negative,תאמר לי האם מצבך בסדר היום?,האם עשית משהו מעניין היום?
negative,תומר לי מה המצב איתך?,האם עשית משהו מעניין היום?
negative,תומר לי מה המצב?,האם עשית משהו מעניין היום?
negative,תומר לי האם מצבך בסדר?,האם עשית משהו מעניין היום?
negative,תומר לי האם מצבך בסדר היום?,האם עשית משהו מעניין היום?
negative,מה שלומך?,איך אתה מרגיש? 
negative,מה שלומך היום?,איך אתה מרגיש? 
negative,תגיד לי מה שלומך?,איך אתה מרגיש? 
negative,תאמר לי מה שלומך?,איך אתה מרגיש? 
negative,תגידי לי מה שלומך?,איך אתה מרגיש? 
negative,תאמרי לי מה שלומך?,איך אתה מרגיש? 
negative,תומר לי מה שלומך?,איך אתה מרגיש? 
negative,תומרי לי מה שלומך?,איך אתה מרגיש? 
negative,"שלום, מה שלומך?",איך אתה מרגיש? 
negative,שלום מה שלומך היום?,איך אתה מרגיש? 
negative,האם שלומך בסדר?,איך אתה מרגיש? 
negative,האם שלומך בסדר היום?,איך אתה מרגיש? 
negative,תגיד לי האם שלומך בסדר?,איך אתה מרגיש? 
negative,תאמר לי האם שלומך בסדר?,איך אתה מרגיש? 
negative,תומר לי האם שלומך בסדר?,איך אתה מרגיש? 
negative,תגידי לי האם שלומך בסדר?,איך אתה מרגיש? 
negative,תאמרי לי האם שלומך בסדר?,איך אתה מרגיש? 
negative,תומרי לי האם שלומך בסדר?,איך אתה מרגיש? 
negative,מה נשמע?,איך אתה מרגיש? 
negative,מה נשמע איתך?,איך אתה מרגיש? 
negative,מה נשמע איתך היום?,איך אתה מרגיש? 
negative,"שלום, מה נשמע?",איך אתה מרגיש? 
negative,תגיד לי מה נשמע?,איך אתה מרגיש? 
negative,תאמר לי מה נשמע?,איך אתה מרגיש? 
negative,תומר לי מה נשמע?,איך אתה מרגיש? 
negative,תגידי לי מה נשמע?,איך אתה מרגיש? 
negative,תאמרי לי מה נשמע?,איך אתה מרגיש? 
negative,תומרי לי מה נשמע?,איך אתה מרגיש? 
negative,תגיד לי מה נשמע איתך?,איך אתה מרגיש? 
negative,תאמר לי מה נשמע איתך?,איך אתה מרגיש? 
negative,תומר לי מה נשמע איתך?,איך אתה מרגיש? 
negative,תגידי לי מה נשמע איתך?,איך אתה מרגיש? 
negative,תאמרי לי מה נשמע איתך?,איך אתה מרגיש? 
negative,תומרי לי מה נשמע איתך?,איך אתה מרגיש? 
negative,מה המצב איתך?,איך אתה מרגיש? 
negative,מה המצב?,איך אתה מרגיש? 
negative,האם מצבך בסדר?,איך אתה מרגיש? 
negative,האם מצבך בסדר היום?,איך אתה מרגיש? 
negative,תגיד לי מה המצב איתך?,איך אתה מרגיש? 
negative,תגיד לי מה המצב?,איך אתה מרגיש? 
negative,תגיד לי האם מצבך בסדר?,איך אתה מרגיש? 
negative,תגיד לי האם מצבך בסדר היום?,איך אתה מרגיש? 
negative,תאמר לי מה המצב איתך?,איך אתה מרגיש? 
negative,תאמר לי מה המצב?,איך אתה מרגיש? 
negative,תאמר לי האם מצבך בסדר?,איך אתה מרגיש? 
negative,תאמר לי האם מצבך בסדר היום?,איך אתה מרגיש? 
negative,תומר לי מה המצב איתך?,איך אתה מרגיש? 
negative,תומר לי מה המצב?,איך אתה מרגיש? 
negative,תומר לי האם מצבך בסדר?,איך אתה מרגיש? 
negative,תומר לי האם מצבך בסדר היום?,איך אתה מרגיש? 
negative,איך אתה מרגיש?,מה קרה לך?
negative,איך את מרגישה?,מה קרה לך?
negative,האם אתה מרגיש בסדר?,מה קרה לך?
negative,איך אתה מרגיש היום?,מה קרה לך?
negative,האם אתה מרגיש בסדר היום?,מה קרה לך?
negative,איך המרגש אצלך?,מה קרה לך?
negative,איך המרגש?,מה קרה לך?
negative,תגיד לי איך אתה מרגיש?,מה קרה לך?
negative,תגיד לי מה המרגש?,מה קרה לך?
negative,תגיד לי האם אתה מרגיש בסדר?,מה קרה לך?
negative,תגיד לי האם אתה מרגיש בסדר היום?,מה קרה לך?
negative,תאמר לי איך אתה מרגיש?,מה קרה לך?
negative,תאמר לי מה המרגש?,מה קרה לך?
negative,תאמר לי האם אתה מרגיש בסדר?,מה קרה לך?
negative,תאמר לי האם אתה מרגיש בסדר היום?,מה קרה לך?
negative,תומר לי איך אתה מרגיש?,מה קרה לך?
negative,תומר לי מה המרגש?,מה קרה לך?
negative,תומר לי האם אתה מרגיש בסדר?,מה קרה לך?
negative,תומר לי האם אתה מרגיש בסדר היום?,מה קרה לך?
negative,מה שלומך?,מה קרה לך?
negative,מה שלומך היום?,מה קרה לך?
negative,תגיד לי מה שלומך?,מה קרה לך?
negative,תאמר לי מה שלומך?,מה קרה לך?
negative,תגידי לי מה שלומך?,מה קרה לך?
negative,תאמרי לי מה שלומך?,מה קרה לך?
negative,תומר לי מה שלומך?,מה קרה לך?
negative,תומרי לי מה שלומך?,מה קרה לך?
negative,"שלום, מה שלומך?",מה קרה לך?
negative,שלום מה שלומך היום?,מה קרה לך?
negative,האם שלומך בסדר?,מה קרה לך?
negative,האם שלומך בסדר היום?,מה קרה לך?
negative,תגיד לי האם שלומך בסדר?,מה קרה לך?
negative,תאמר לי האם שלומך בסדר?,מה קרה לך?
negative,תומר לי האם שלומך בסדר?,מה קרה לך?
negative,תגידי לי האם שלומך בסדר?,מה קרה לך?
negative,תאמרי לי האם שלומך בסדר?,מה קרה לך?
negative,תומרי לי האם שלומך בסדר?,מה קרה לך?
negative,מה נשמע?,מה קרה לך?
negative,מה נשמע איתך?,מה קרה לך?
negative,מה נשמע איתך היום?,מה קרה לך?
negative,"שלום, מה נשמע?",מה קרה לך?
negative,תגיד לי מה נשמע?,מה קרה לך?
negative,תאמר לי מה נשמע?,מה קרה לך?
negative,תומר לי מה נשמע?,מה קרה לך?
negative,תגידי לי מה נשמע?,מה קרה לך?
negative,תאמרי לי מה נשמע?,מה קרה לך?
negative,תומרי לי מה נשמע?,מה קרה לך?
negative,תגיד לי מה נשמע איתך?,מה קרה לך?
negative,תאמר לי מה נשמע איתך?,מה קרה לך?
negative,תומר לי מה נשמע איתך?,מה קרה לך?
negative,תגידי לי מה נשמע איתך?,מה קרה לך?
negative,תאמרי לי מה נשמע איתך?,מה קרה לך?
negative,תומרי לי מה נשמע איתך?,מה קרה לך?
negative,מה המצב איתך?,מה קרה לך?
negative,מה המצב?,מה קרה לך?
negative,האם מצבך בסדר?,מה קרה לך?
negative,האם מצבך בסדר היום?,מה קרה לך?
negative,תגיד לי מה המצב איתך?,מה קרה לך?
negative,תגיד לי מה המצב?,מה קרה לך?
negative,תגיד לי האם מצבך בסדר?,מה קרה לך?
negative,תגיד לי האם מצבך בסדר היום?,מה קרה לך?
negative,תאמר לי מה המצב איתך?,מה קרה לך?
negative,תאמר לי מה המצב?,מה קרה לך?
negative,תאמר לי האם מצבך בסדר?,מה קרה לך?
negative,תאמר לי האם מצבך בסדר היום?,מה קרה לך?
negative,תומר לי מה המצב איתך?,מה קרה לך?
negative,תומר לי מה המצב?,מה קרה לך?
negative,תומר לי האם מצבך בסדר?,מה קרה לך?
negative,תומר לי האם מצבך בסדר היום?,מה קרה לך?
