sentence1,sentence2,similarity
אחי והמשפחה שלו עזבו את העיר,האם עשית משהו מעניין היום?,negative
אחי ביקר אותי היום,האם עשית משהו מעניין היום?,negative
אחותי ביקרה אותי היום,האם עשית משהו מעניין היום?,negative
אני בקשר טוב עם אחי,האם עשית משהו מעניין היום?,negative
שוחחתי היום עם אחי,האם עשית משהו מעניין היום?,negative
שמרתי על קשר עם בני הדודים שלי,האם עשית משהו מעניין היום?,negative
אני מתגעגע להורים שלי,האם עשית משהו מעניין היום?,negative
אני פוגש את המשפחה לעיתים רחוקות,האם עשית משהו מעניין היום?,negative
אני פוגשת את המשפחה לעיתים קרובות,האם עשית משהו מעניין היום?,negative
אני שמח בחלקי עם המשפחה שלי,האם עשית משהו מעניין היום?,negative
משפחה זה ביחד,האם עשית משהו מעניין היום?,negative
נספר על המשפחה,האם עשית משהו מעניין היום?,negative
מאיפה משפחה שלך,האם עשית משהו מעניין היום?,negative
המשפחה זה רגיש,האם עשית משהו מעניין היום?,negative
מאיפה המשפחה שלך,האם עשית משהו מעניין היום?,negative
תספר לי משהו,האם עשית משהו מעניין היום?,negative
תגיד לי משהו,האם עשית משהו מעניין היום?,negative
המשפחה שלי,האם עשית משהו מעניין היום?,negative
המשפחה שלך,האם עשית משהו מעניין היום?,negative
אני לא שמח בחלקי עם המשפחה שלי,האם עשית משהו מעניין היום?,negative
הילדות שלי לא גרות בארץ,האם עשית משהו מעניין היום?,negative
המשפחה שלי גרה רחוק,על מה אתה מדבר בעברית?,negative
המשפחות גרות רחוק,על מה אתה מדבר בעברית?,negative
המשפחות גרות קרוב,על מה אתה מדבר בעברית?,negative
המשפחה שלי גרה קרוב,על מה אתה מדבר בעברית?,negative
נראה לי שהמשפחה שלי רחוקה ממני,על מה אתה מדבר בעברית?,negative
נראה לי שהמשפחה שלי קרובה אלי,על מה אתה מדבר בעברית?,negative
הנכדים שלי גרים רחוק,על מה אתה מדבר בעברית?,negative
לשמחתי לא איבדתי קשר עם המשפחה,על מה אתה מדבר בעברית?,negative
לצערי איבדתי קשר עם המשפחה,על מה אתה מדבר בעברית?,negative
ברור לי שהמשפחה תתמוך בי,על מה אתה מדבר בעברית?,negative
הנכדים שלי גרים קרוב,על מה אתה מדבר בעברית?,negative
הילדים שלי לא גרים בארץ,על מה אתה מדבר בעברית?,negative
ההורים שלו עלו לארץ,על מה אתה מדבר בעברית?,negative
ההורים של בעלי עלו לארץ,על מה אתה מדבר בעברית?,negative
כמעט כל הדור שלי לא נולד בארץ,על מה אתה מדבר בעברית?,negative
המשפחה שלי עלתה לישראל מאירופה,על מה אתה מדבר בעברית?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,על מה אתה מדבר בעברית?,negative
עלינו בשנות התשעים לישראל,על מה אתה מדבר בעברית?,negative
אנחנו עולים חדשים,על מה אתה מדבר בעברית?,negative
המשפחה שלי נולדה בארץ,על מה אתה מדבר בעברית?,negative
אני דור שביעי למשפחה שגדלה בישראל,על מה אתה מדבר בעברית?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,על מה אתה מדבר בעברית?,negative
אני זוכר איך היה כאן בשנות החמישים,על מה אתה מדבר בעברית?,negative
אני זוכרת איך היה כאן בשנות השישים,על מה אתה מדבר בעברית?,negative
המשפחה עלתה מרחוק והיה לנו קשה,על מה אתה מדבר בעברית?,negative
כשהגעתי לישראל לא ידענו את השפה,על מה אתה מדבר בעברית?,negative
יש לך משפחה?,על מה אתה מדבר בעברית?,negative
אני מתגעגעת להורים שלי,על מה אתה מדבר בעברית?,negative
היום זה יום המשפחה,על מה אתה מדבר בעברית?,negative
אני אעשה הכול בשביל המשפחה,על מה אתה מדבר בעברית?,negative
אני לא רוצה להיות נטל על המשפחה,על מה אתה מדבר בעברית?,negative
האחים שלי נולדו בישראל,על מה אתה מדבר בעברית?,negative
האחיות שלי נולדו בישראל,על מה אתה מדבר בעברית?,negative
אחותי גרה קרוב אלי,על מה אתה מדבר בעברית?,negative
אחי והמשפחה שלו עזבו את העיר,על מה אתה מדבר בעברית?,negative
אחי ביקר אותי היום,על מה אתה מדבר בעברית?,negative
אחותי ביקרה אותי היום,על מה אתה מדבר בעברית?,negative
אני בקשר טוב עם אחי,על מה אתה מדבר בעברית?,negative
שוחחתי היום עם אחי,על מה אתה מדבר בעברית?,negative
שמרתי על קשר עם בני הדודים שלי,על מה אתה מדבר בעברית?,negative
אני מתגעגע להורים שלי,על מה אתה מדבר בעברית?,negative
אני פוגש את המשפחה לעיתים רחוקות,על מה אתה מדבר בעברית?,negative
אני פוגשת את המשפחה לעיתים קרובות,על מה אתה מדבר בעברית?,negative
אני שמח בחלקי עם המשפחה שלי,על מה אתה מדבר בעברית?,negative
משפחה זה ביחד,על מה אתה מדבר בעברית?,negative
נספר על המשפחה,על מה אתה מדבר בעברית?,negative
מאיפה משפחה שלך,על מה אתה מדבר בעברית?,negative
המשפחה זה רגיש,על מה אתה מדבר בעברית?,negative
מאיפה המשפחה שלך,על מה אתה מדבר בעברית?,negative
תספר לי משהו,על מה אתה מדבר בעברית?,negative
תגיד לי משהו,על מה אתה מדבר בעברית?,negative
המשפחה שלי,על מה אתה מדבר בעברית?,negative
המשפחה שלך,על מה אתה מדבר בעברית?,negative
אני לא שמח בחלקי עם המשפחה שלי,על מה אתה מדבר בעברית?,negative
הילדות שלי לא גרות בארץ,על מה אתה מדבר בעברית?,negative
המשפחה שלי גרה רחוק,איך פוגשים ומכירים חברים חדשים?,negative
המשפחות גרות רחוק,איך פוגשים ומכירים חברים חדשים?,negative
המשפחות גרות קרוב,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלי גרה קרוב,איך פוגשים ומכירים חברים חדשים?,negative
נראה לי שהמשפחה שלי רחוקה ממני,איך פוגשים ומכירים חברים חדשים?,negative
נראה לי שהמשפחה שלי קרובה אלי,איך פוגשים ומכירים חברים חדשים?,negative
הנכדים שלי גרים רחוק,איך פוגשים ומכירים חברים חדשים?,negative
לשמחתי לא איבדתי קשר עם המשפחה,איך פוגשים ומכירים חברים חדשים?,negative
לצערי איבדתי קשר עם המשפחה,איך פוגשים ומכירים חברים חדשים?,negative
ברור לי שהמשפחה תתמוך בי,איך פוגשים ומכירים חברים חדשים?,negative
הנכדים שלי גרים קרוב,איך פוגשים ומכירים חברים חדשים?,negative
הילדים שלי לא גרים בארץ,איך פוגשים ומכירים חברים חדשים?,negative
ההורים שלו עלו לארץ,איך פוגשים ומכירים חברים חדשים?,negative
ההורים של בעלי עלו לארץ,איך פוגשים ומכירים חברים חדשים?,negative
כמעט כל הדור שלי לא נולד בארץ,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלי עלתה לישראל מאירופה,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,איך פוגשים ומכירים חברים חדשים?,negative
עלינו בשנות התשעים לישראל,איך פוגשים ומכירים חברים חדשים?,negative
אנחנו עולים חדשים,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלי נולדה בארץ,איך פוגשים ומכירים חברים חדשים?,negative
אני דור שביעי למשפחה שגדלה בישראל,איך פוגשים ומכירים חברים חדשים?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,איך פוגשים ומכירים חברים חדשים?,negative
אני זוכר איך היה כאן בשנות החמישים,איך פוגשים ומכירים חברים חדשים?,negative
אני זוכרת איך היה כאן בשנות השישים,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה עלתה מרחוק והיה לנו קשה,איך פוגשים ומכירים חברים חדשים?,negative
כשהגעתי לישראל לא ידענו את השפה,איך פוגשים ומכירים חברים חדשים?,negative
יש לך משפחה?,איך פוגשים ומכירים חברים חדשים?,negative
אני מתגעגעת להורים שלי,איך פוגשים ומכירים חברים חדשים?,negative
היום זה יום המשפחה,איך פוגשים ומכירים חברים חדשים?,negative
אני אעשה הכול בשביל המשפחה,איך פוגשים ומכירים חברים חדשים?,negative
אני לא רוצה להיות נטל על המשפחה,איך פוגשים ומכירים חברים חדשים?,negative
האחים שלי נולדו בישראל,איך פוגשים ומכירים חברים חדשים?,negative
האחיות שלי נולדו בישראל,איך פוגשים ומכירים חברים חדשים?,negative
אחותי גרה קרוב אלי,איך פוגשים ומכירים חברים חדשים?,negative
אחי והמשפחה שלו עזבו את העיר,איך פוגשים ומכירים חברים חדשים?,negative
אחי ביקר אותי היום,איך פוגשים ומכירים חברים חדשים?,negative
אחותי ביקרה אותי היום,איך פוגשים ומכירים חברים חדשים?,negative
אני בקשר טוב עם אחי,איך פוגשים ומכירים חברים חדשים?,negative
שוחחתי היום עם אחי,איך פוגשים ומכירים חברים חדשים?,negative
שמרתי על קשר עם בני הדודים שלי,איך פוגשים ומכירים חברים חדשים?,negative
אני מתגעגע להורים שלי,איך פוגשים ומכירים חברים חדשים?,negative
אני פוגש את המשפחה לעיתים רחוקות,איך פוגשים ומכירים חברים חדשים?,negative
אני פוגשת את המשפחה לעיתים קרובות,איך פוגשים ומכירים חברים חדשים?,negative
אני שמח בחלקי עם המשפחה שלי,איך פוגשים ומכירים חברים חדשים?,negative
משפחה זה ביחד,איך פוגשים ומכירים חברים חדשים?,negative
נספר על המשפחה,איך פוגשים ומכירים חברים חדשים?,negative
מאיפה משפחה שלך,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה זה רגיש,איך פוגשים ומכירים חברים חדשים?,negative
מאיפה המשפחה שלך,איך פוגשים ומכירים חברים חדשים?,negative
תספר לי משהו,איך פוגשים ומכירים חברים חדשים?,negative
תגיד לי משהו,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלי,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלך,איך פוגשים ומכירים חברים חדשים?,negative
אני לא שמח בחלקי עם המשפחה שלי,איך פוגשים ומכירים חברים חדשים?,negative
הילדות שלי לא גרות בארץ,איך פוגשים ומכירים חברים חדשים?,negative
המשפחה שלי גרה רחוק,מה זכרונות הילדות שלך?,negative
המשפחות גרות רחוק,מה זכרונות הילדות שלך?,negative
המשפחות גרות קרוב,מה זכרונות הילדות שלך?,negative
המשפחה שלי גרה קרוב,מה זכרונות הילדות שלך?,negative
נראה לי שהמשפחה שלי רחוקה ממני,מה זכרונות הילדות שלך?,negative
נראה לי שהמשפחה שלי קרובה אלי,מה זכרונות הילדות שלך?,negative
הנכדים שלי גרים רחוק,מה זכרונות הילדות שלך?,negative
לשמחתי לא איבדתי קשר עם המשפחה,מה זכרונות הילדות שלך?,negative
לצערי איבדתי קשר עם המשפחה,מה זכרונות הילדות שלך?,negative
ברור לי שהמשפחה תתמוך בי,מה זכרונות הילדות שלך?,negative
הנכדים שלי גרים קרוב,מה זכרונות הילדות שלך?,negative
הילדים שלי לא גרים בארץ,מה זכרונות הילדות שלך?,negative
ההורים שלו עלו לארץ,מה זכרונות הילדות שלך?,negative
ההורים של בעלי עלו לארץ,מה זכרונות הילדות שלך?,negative
כמעט כל הדור שלי לא נולד בארץ,מה זכרונות הילדות שלך?,negative
המשפחה שלי עלתה לישראל מאירופה,מה זכרונות הילדות שלך?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,מה זכרונות הילדות שלך?,negative
עלינו בשנות התשעים לישראל,מה זכרונות הילדות שלך?,negative
אנחנו עולים חדשים,מה זכרונות הילדות שלך?,negative
המשפחה שלי נולדה בארץ,מה זכרונות הילדות שלך?,negative
אני דור שביעי למשפחה שגדלה בישראל,מה זכרונות הילדות שלך?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,מה זכרונות הילדות שלך?,negative
אני זוכר איך היה כאן בשנות החמישים,מה זכרונות הילדות שלך?,negative
אני זוכרת איך היה כאן בשנות השישים,מה זכרונות הילדות שלך?,negative
המשפחה עלתה מרחוק והיה לנו קשה,מה זכרונות הילדות שלך?,negative
כשהגעתי לישראל לא ידענו את השפה,מה זכרונות הילדות שלך?,negative
יש לך משפחה?,מה זכרונות הילדות שלך?,negative
אני מתגעגעת להורים שלי,מה זכרונות הילדות שלך?,negative
היום זה יום המשפחה,מה זכרונות הילדות שלך?,negative
אני אעשה הכול בשביל המשפחה,מה זכרונות הילדות שלך?,negative
אני לא רוצה להיות נטל על המשפחה,מה זכרונות הילדות שלך?,negative
האחים שלי נולדו בישראל,מה זכרונות הילדות שלך?,negative
האחיות שלי נולדו בישראל,מה זכרונות הילדות שלך?,negative
אחותי גרה קרוב אלי,מה זכרונות הילדות שלך?,negative
אחי והמשפחה שלו עזבו את העיר,מה זכרונות הילדות שלך?,negative
אחי ביקר אותי היום,מה זכרונות הילדות שלך?,negative
אחותי ביקרה אותי היום,מה זכרונות הילדות שלך?,negative
אני בקשר טוב עם אחי,מה זכרונות הילדות שלך?,negative
שוחחתי היום עם אחי,מה זכרונות הילדות שלך?,negative
שמרתי על קשר עם בני הדודים שלי,מה זכרונות הילדות שלך?,negative
אני מתגעגע להורים שלי,מה זכרונות הילדות שלך?,negative
אני פוגש את המשפחה לעיתים רחוקות,מה זכרונות הילדות שלך?,negative
אני פוגשת את המשפחה לעיתים קרובות,מה זכרונות הילדות שלך?,negative
אני שמח בחלקי עם המשפחה שלי,מה זכרונות הילדות שלך?,negative
משפחה זה ביחד,מה זכרונות הילדות שלך?,negative
נספר על המשפחה,מה זכרונות הילדות שלך?,negative
מאיפה משפחה שלך,מה זכרונות הילדות שלך?,negative
המשפחה זה רגיש,מה זכרונות הילדות שלך?,negative
מאיפה המשפחה שלך,מה זכרונות הילדות שלך?,negative
תספר לי משהו,מה זכרונות הילדות שלך?,negative
תגיד לי משהו,מה זכרונות הילדות שלך?,negative
המשפחה שלי,מה זכרונות הילדות שלך?,negative
המשפחה שלך,מה זכרונות הילדות שלך?,negative
אני לא שמח בחלקי עם המשפחה שלי,מה זכרונות הילדות שלך?,negative
הילדות שלי לא גרות בארץ,מה זכרונות הילדות שלך?,negative
המשפחה שלי גרה רחוק,איך קוראים לך?,negative
המשפחות גרות רחוק,איך קוראים לך?,negative
המשפחות גרות קרוב,איך קוראים לך?,negative
המשפחה שלי גרה קרוב,איך קוראים לך?,negative
נראה לי שהמשפחה שלי רחוקה ממני,איך קוראים לך?,negative
נראה לי שהמשפחה שלי קרובה אלי,איך קוראים לך?,negative
הנכדים שלי גרים רחוק,איך קוראים לך?,negative
לשמחתי לא איבדתי קשר עם המשפחה,איך קוראים לך?,negative
לצערי איבדתי קשר עם המשפחה,איך קוראים לך?,negative
ברור לי שהמשפחה תתמוך בי,איך קוראים לך?,negative
הנכדים שלי גרים קרוב,איך קוראים לך?,negative
הילדים שלי לא גרים בארץ,איך קוראים לך?,negative
ההורים שלו עלו לארץ,איך קוראים לך?,negative
ההורים של בעלי עלו לארץ,איך קוראים לך?,negative
כמעט כל הדור שלי לא נולד בארץ,איך קוראים לך?,negative
המשפחה שלי עלתה לישראל מאירופה,איך קוראים לך?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,איך קוראים לך?,negative
עלינו בשנות התשעים לישראל,איך קוראים לך?,negative
אנחנו עולים חדשים,איך קוראים לך?,negative
המשפחה שלי נולדה בארץ,איך קוראים לך?,negative
אני דור שביעי למשפחה שגדלה בישראל,איך קוראים לך?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,איך קוראים לך?,negative
אני זוכר איך היה כאן בשנות החמישים,איך קוראים לך?,negative
אני זוכרת איך היה כאן בשנות השישים,איך קוראים לך?,negative
המשפחה עלתה מרחוק והיה לנו קשה,איך קוראים לך?,negative
כשהגעתי לישראל לא ידענו את השפה,איך קוראים לך?,negative
יש לך משפחה?,איך קוראים לך?,negative
אני מתגעגעת להורים שלי,איך קוראים לך?,negative
היום זה יום המשפחה,איך קוראים לך?,negative
אני אעשה הכול בשביל המשפחה,איך קוראים לך?,negative
אני לא רוצה להיות נטל על המשפחה,איך קוראים לך?,negative
האחים שלי נולדו בישראל,איך קוראים לך?,negative
האחיות שלי נולדו בישראל,איך קוראים לך?,negative
אחותי גרה קרוב אלי,איך קוראים לך?,negative
אחי והמשפחה שלו עזבו את העיר,איך קוראים לך?,negative
אחי ביקר אותי היום,איך קוראים לך?,negative
אחותי ביקרה אותי היום,איך קוראים לך?,negative
אני בקשר טוב עם אחי,איך קוראים לך?,negative
שוחחתי היום עם אחי,איך קוראים לך?,negative
שמרתי על קשר עם בני הדודים שלי,איך קוראים לך?,negative
אני מתגעגע להורים שלי,איך קוראים לך?,negative
אני פוגש את המשפחה לעיתים רחוקות,איך קוראים לך?,negative
אני פוגשת את המשפחה לעיתים קרובות,איך קוראים לך?,negative
אני שמח בחלקי עם המשפחה שלי,איך קוראים לך?,negative
משפחה זה ביחד,איך קוראים לך?,negative
נספר על המשפחה,איך קוראים לך?,negative
מאיפה משפחה שלך,איך קוראים לך?,negative
המשפחה זה רגיש,איך קוראים לך?,negative
מאיפה המשפחה שלך,איך קוראים לך?,negative
תספר לי משהו,איך קוראים לך?,negative
תגיד לי משהו,איך קוראים לך?,negative
המשפחה שלי,איך קוראים לך?,negative
המשפחה שלך,איך קוראים לך?,negative
אני לא שמח בחלקי עם המשפחה שלי,איך קוראים לך?,negative
הילדות שלי לא גרות בארץ,איך קוראים לך?,negative
המשפחה שלי גרה רחוק,האם אתה בודד?,negative
המשפחות גרות רחוק,האם אתה בודד?,negative
המשפחות גרות קרוב,האם אתה בודד?,negative
המשפחה שלי גרה קרוב,האם אתה בודד?,negative
נראה לי שהמשפחה שלי רחוקה ממני,האם אתה בודד?,negative
נראה לי שהמשפחה שלי קרובה אלי,האם אתה בודד?,negative
הנכדים שלי גרים רחוק,האם אתה בודד?,negative
לשמחתי לא איבדתי קשר עם המשפחה,האם אתה בודד?,negative
לצערי איבדתי קשר עם המשפחה,האם אתה בודד?,negative
ברור לי שהמשפחה תתמוך בי,האם אתה בודד?,negative
הנכדים שלי גרים קרוב,האם אתה בודד?,negative
הילדים שלי לא גרים בארץ,האם אתה בודד?,negative
ההורים שלו עלו לארץ,האם אתה בודד?,negative
ההורים של בעלי עלו לארץ,האם אתה בודד?,negative
כמעט כל הדור שלי לא נולד בארץ,האם אתה בודד?,negative
המשפחה שלי עלתה לישראל מאירופה,האם אתה בודד?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,האם אתה בודד?,negative
עלינו בשנות התשעים לישראל,האם אתה בודד?,negative
אנחנו עולים חדשים,האם אתה בודד?,negative
המשפחה שלי נולדה בארץ,האם אתה בודד?,negative
אני דור שביעי למשפחה שגדלה בישראל,האם אתה בודד?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,האם אתה בודד?,negative
אני זוכר איך היה כאן בשנות החמישים,האם אתה בודד?,negative
אני זוכרת איך היה כאן בשנות השישים,האם אתה בודד?,negative
המשפחה עלתה מרחוק והיה לנו קשה,האם אתה בודד?,negative
כשהגעתי לישראל לא ידענו את השפה,האם אתה בודד?,negative
יש לך משפחה?,האם אתה בודד?,negative
אני מתגעגעת להורים שלי,האם אתה בודד?,negative
היום זה יום המשפחה,האם אתה בודד?,negative
אני אעשה הכול בשביל המשפחה,האם אתה בודד?,negative
אני לא רוצה להיות נטל על המשפחה,האם אתה בודד?,negative
האחים שלי נולדו בישראל,האם אתה בודד?,negative
האחיות שלי נולדו בישראל,האם אתה בודד?,negative
אחותי גרה קרוב אלי,האם אתה בודד?,negative
אחי והמשפחה שלו עזבו את העיר,האם אתה בודד?,negative
אחי ביקר אותי היום,האם אתה בודד?,negative
אחותי ביקרה אותי היום,האם אתה בודד?,negative
אני בקשר טוב עם אחי,האם אתה בודד?,negative
שוחחתי היום עם אחי,האם אתה בודד?,negative
שמרתי על קשר עם בני הדודים שלי,האם אתה בודד?,negative
אני מתגעגע להורים שלי,האם אתה בודד?,negative
אני פוגש את המשפחה לעיתים רחוקות,האם אתה בודד?,negative
אני פוגשת את המשפחה לעיתים קרובות,האם אתה בודד?,negative
אני שמח בחלקי עם המשפחה שלי,האם אתה בודד?,negative
משפחה זה ביחד,האם אתה בודד?,negative
נספר על המשפחה,האם אתה בודד?,negative
מאיפה משפחה שלך,האם אתה בודד?,negative
המשפחה זה רגיש,האם אתה בודד?,negative
מאיפה המשפחה שלך,האם אתה בודד?,negative
תספר לי משהו,האם אתה בודד?,negative
תגיד לי משהו,האם אתה בודד?,negative
המשפחה שלי,האם אתה בודד?,negative
המשפחה שלך,האם אתה בודד?,negative
אני לא שמח בחלקי עם המשפחה שלי,האם אתה בודד?,negative
הילדות שלי לא גרות בארץ,האם אתה בודד?,negative
המשפחה שלי גרה רחוק,האם אתה במצב רוח ירוד?,negative
המשפחות גרות רחוק,האם אתה במצב רוח ירוד?,negative
המשפחות גרות קרוב,האם אתה במצב רוח ירוד?,negative
המשפחה שלי גרה קרוב,האם אתה במצב רוח ירוד?,negative
נראה לי שהמשפחה שלי רחוקה ממני,האם אתה במצב רוח ירוד?,negative
נראה לי שהמשפחה שלי קרובה אלי,האם אתה במצב רוח ירוד?,negative
הנכדים שלי גרים רחוק,האם אתה במצב רוח ירוד?,negative
לשמחתי לא איבדתי קשר עם המשפחה,האם אתה במצב רוח ירוד?,negative
לצערי איבדתי קשר עם המשפחה,האם אתה במצב רוח ירוד?,negative
ברור לי שהמשפחה תתמוך בי,האם אתה במצב רוח ירוד?,negative
הנכדים שלי גרים קרוב,האם אתה במצב רוח ירוד?,negative
הילדים שלי לא גרים בארץ,האם אתה במצב רוח ירוד?,negative
ההורים שלו עלו לארץ,האם אתה במצב רוח ירוד?,negative
ההורים של בעלי עלו לארץ,האם אתה במצב רוח ירוד?,negative
כמעט כל הדור שלי לא נולד בארץ,האם אתה במצב רוח ירוד?,negative
המשפחה שלי עלתה לישראל מאירופה,האם אתה במצב רוח ירוד?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,האם אתה במצב רוח ירוד?,negative
עלינו בשנות התשעים לישראל,האם אתה במצב רוח ירוד?,negative
אנחנו עולים חדשים,האם אתה במצב רוח ירוד?,negative
המשפחה שלי נולדה בארץ,האם אתה במצב רוח ירוד?,negative
אני דור שביעי למשפחה שגדלה בישראל,האם אתה במצב רוח ירוד?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,האם אתה במצב רוח ירוד?,negative
אני זוכר איך היה כאן בשנות החמישים,האם אתה במצב רוח ירוד?,negative
אני זוכרת איך היה כאן בשנות השישים,האם אתה במצב רוח ירוד?,negative
המשפחה עלתה מרחוק והיה לנו קשה,האם אתה במצב רוח ירוד?,negative
כשהגעתי לישראל לא ידענו את השפה,האם אתה במצב רוח ירוד?,negative
יש לך משפחה?,האם אתה במצב רוח ירוד?,negative
אני מתגעגעת להורים שלי,האם אתה במצב רוח ירוד?,negative
היום זה יום המשפחה,האם אתה במצב רוח ירוד?,negative
אני אעשה הכול בשביל המשפחה,האם אתה במצב רוח ירוד?,negative
אני לא רוצה להיות נטל על המשפחה,האם אתה במצב רוח ירוד?,negative
האחים שלי נולדו בישראל,האם אתה במצב רוח ירוד?,negative
האחיות שלי נולדו בישראל,האם אתה במצב רוח ירוד?,negative
אחותי גרה קרוב אלי,האם אתה במצב רוח ירוד?,negative
אחי והמשפחה שלו עזבו את העיר,האם אתה במצב רוח ירוד?,negative
אחי ביקר אותי היום,האם אתה במצב רוח ירוד?,negative
אחותי ביקרה אותי היום,האם אתה במצב רוח ירוד?,negative
אני בקשר טוב עם אחי,האם אתה במצב רוח ירוד?,negative
שוחחתי היום עם אחי,האם אתה במצב רוח ירוד?,negative
שמרתי על קשר עם בני הדודים שלי,האם אתה במצב רוח ירוד?,negative
אני מתגעגע להורים שלי,האם אתה במצב רוח ירוד?,negative
אני פוגש את המשפחה לעיתים רחוקות,האם אתה במצב רוח ירוד?,negative
אני פוגשת את המשפחה לעיתים קרובות,האם אתה במצב רוח ירוד?,negative
אני שמח בחלקי עם המשפחה שלי,האם אתה במצב רוח ירוד?,negative
משפחה זה ביחד,האם אתה במצב רוח ירוד?,negative
נספר על המשפחה,האם אתה במצב רוח ירוד?,negative
מאיפה משפחה שלך,האם אתה במצב רוח ירוד?,negative
המשפחה זה רגיש,האם אתה במצב רוח ירוד?,negative
מאיפה המשפחה שלך,האם אתה במצב רוח ירוד?,negative
תספר לי משהו,האם אתה במצב רוח ירוד?,negative
תגיד לי משהו,האם אתה במצב רוח ירוד?,negative
המשפחה שלי,האם אתה במצב רוח ירוד?,negative
המשפחה שלך,האם אתה במצב רוח ירוד?,negative
אני לא שמח בחלקי עם המשפחה שלי,האם אתה במצב רוח ירוד?,negative
הילדות שלי לא גרות בארץ,האם אתה במצב רוח ירוד?,negative
המשפחה שלי גרה רחוק,אולי נתייעץ על כך?,negative
המשפחות גרות רחוק,אולי נתייעץ על כך?,negative
המשפחות גרות קרוב,אולי נתייעץ על כך?,negative
המשפחה שלי גרה קרוב,אולי נתייעץ על כך?,negative
נראה לי שהמשפחה שלי רחוקה ממני,אולי נתייעץ על כך?,negative
נראה לי שהמשפחה שלי קרובה אלי,אולי נתייעץ על כך?,negative
הנכדים שלי גרים רחוק,אולי נתייעץ על כך?,negative
לשמחתי לא איבדתי קשר עם המשפחה,אולי נתייעץ על כך?,negative
לצערי איבדתי קשר עם המשפחה,אולי נתייעץ על כך?,negative
ברור לי שהמשפחה תתמוך בי,אולי נתייעץ על כך?,negative
הנכדים שלי גרים קרוב,אולי נתייעץ על כך?,negative
הילדים שלי לא גרים בארץ,אולי נתייעץ על כך?,negative
ההורים שלו עלו לארץ,אולי נתייעץ על כך?,negative
ההורים של בעלי עלו לארץ,אולי נתייעץ על כך?,negative
כמעט כל הדור שלי לא נולד בארץ,אולי נתייעץ על כך?,negative
המשפחה שלי עלתה לישראל מאירופה,אולי נתייעץ על כך?,negative
המשפחה שלי עלתה לישראל מצפון אפריקה,אולי נתייעץ על כך?,negative
עלינו בשנות התשעים לישראל,אולי נתייעץ על כך?,negative
אנחנו עולים חדשים,אולי נתייעץ על כך?,negative
המשפחה שלי נולדה בארץ,אולי נתייעץ על כך?,negative
אני דור שביעי למשפחה שגדלה בישראל,אולי נתייעץ על כך?,negative
ההורים שלי עלו לישראל עוד בתקופת המנדט הבריטי,אולי נתייעץ על כך?,negative
אני זוכר איך היה כאן בשנות החמישים,אולי נתייעץ על כך?,negative
אני זוכרת איך היה כאן בשנות השישים,אולי נתייעץ על כך?,negative
המשפחה עלתה מרחוק והיה לנו קשה,אולי נתייעץ על כך?,negative
כשהגעתי לישראל לא ידענו את השפה,אולי נתייעץ על כך?,negative
יש לך משפחה?,אולי נתייעץ על כך?,negative
אני מתגעגעת להורים שלי,אולי נתייעץ על כך?,negative
היום זה יום המשפחה,אולי נתייעץ על כך?,negative
אני אעשה הכול בשביל המשפחה,אולי נתייעץ על כך?,negative
אני לא רוצה להיות נטל על המשפחה,אולי נתייעץ על כך?,negative
האחים שלי נולדו בישראל,אולי נתייעץ על כך?,negative
האחיות שלי נולדו בישראל,אולי נתייעץ על כך?,negative
אחותי גרה קרוב אלי,אולי נתייעץ על כך?,negative
אחי והמשפחה שלו עזבו את העיר,אולי נתייעץ על כך?,negative
אחי ביקר אותי היום,אולי נתייעץ על כך?,negative
אחותי ביקרה אותי היום,אולי נתייעץ על כך?,negative
אני בקשר טוב עם אחי,אולי נתייעץ על כך?,negative
שוחחתי היום עם אחי,אולי נתייעץ על כך?,negative
שמרתי על קשר עם בני הדודים שלי,אולי נתייעץ על כך?,negative
אני מתגעגע להורים שלי,אולי נתייעץ על כך?,negative
אני פוגש את המשפחה לעיתים רחוקות,אולי נתייעץ על כך?,negative
אני פוגשת את המשפחה לעיתים קרובות,אולי נתייעץ על כך?,negative
אני שמח בחלקי עם המשפחה שלי,אולי נתייעץ על כך?,negative
משפחה זה ביחד,אולי נתייעץ על כך?,negative
